Headline,Body ID,Stance
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,2130,unrelated
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,583,discuss
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1197,agree
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,730,unrelated
"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",60,unrelated
Saudi cleric says snowmen are anti-Islamic,760,unrelated
"Boko Haram denies truce, says kidnapped girls married",1006,unrelated
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",1006,discuss
America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere,2003,unrelated
Russians Bag Better Bigfoot Footage,93,unrelated
"Calm down everyone, Banksy hasn't been arrested: 9 clues that it's a hoax",2468,agree
Mystery woman behind the 'richest hands on the internet' revealed: Former pornstar 'makes $5m a year unwrapping Disney toys on YouTube',258,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,1093,discuss
Obama: murder of James Foley 'shocks the conscience of the entire world',1120,unrelated
Former PGA Tour player: Tiger Woods suspended for drug test failure,2330,discuss
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,2055,unrelated
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,527,unrelated
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,1398,discuss
Apple Watch to sell 15M units in 2015 and ‘ignite global smartwatch market’,1524,discuss
Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,1968,discuss
"North Korean leader Kim Jong-un’s mystery illness actually two broken ankles, newspaper says",1634,unrelated
WHO investigates media reports ISIS fighters contracted Ebola,1438,unrelated
"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air",45,unrelated
Dog found abandoned outside railway station with suitcase of his belongings,269,unrelated
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",643,unrelated
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,311,unrelated
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,2127,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1019,unrelated
"White House Fence Jumper Got Farther Than Previously Thought, Sources Say",2409,discuss
Did a Meteorite Impact in Nicaragua over the Weekend?,1790,discuss
Banksy arrest hoax: US website claims street artist caught in Watford,1884,agree
"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",1524,unrelated
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",2453,unrelated
"Luke Somers Dies In Rescue Attempt, Sister Says; Yemeni Defense Ministry Says Unnamed US Hostage Freed",271,unrelated
Another American hostage at risk by Islamic state,938,unrelated
Missing American journalist reportedly beheaded by Islamic State ,2115,unrelated
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",1471,unrelated
Small Meteorite Hits Managua,269,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',1857,unrelated
BREAKING: ISIS USES CHEMICAL WEAPONS – Murders 300 Iraqi Soldiers in Chlorine Gas Attack,1136,discuss
New iOS 8 bug can delete all of your iCloud documents,2061,unrelated
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",1498,unrelated
Militant Group Says It Killed American Journalist in Syria,1574,unrelated
"ISIS Claims an American Hostage, Kayla Mueller, Died in Airstrike in Syria",1337,discuss
Star Wars VII for a New SUMMER Release Date!?,1873,unrelated
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,2448,unrelated
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",1289,unrelated
'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,2471,discuss
Christian Bale won't play Steve Jobs,574,unrelated
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",119,unrelated
Pentagon confirms al-Shabab leader killed in airstrike in Somalia,1853,unrelated
Dog abandoned at railway station with suitcase set for happy ending as offers pour in,2116,unrelated
Canadian Soldier Shot At Ottawa War Memorial: Report,0,unrelated
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,2078,unrelated
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",932,unrelated
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,504,agree
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",2017,discuss
Iraqi social-media rumors claim IS leader slain,0,unrelated
Nun who gave birth ‘had no idea’ she was pregnant,1720,discuss
Bali spider burrows under Aussie’s chest,1500,unrelated
Breaking: Soldier shot at National War Memorial in Ottawa,2187,unrelated
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,2087,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,1786,unrelated
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,2481,discuss
Texas plumber's truck on front line of Syria war,381,unrelated
Islamic State 'training pilots to fly fighter jets',1606,discuss
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,170,unrelated
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,2347,agree
Bali Awry,1321,discuss
That’s one way to clean it: Apple Watch will reportedly survive a trip through the shower,2472,discuss
"Macaulay Culkin Dead? Hoax Goes Viral, Claims Actor Found Dead in Apartment",2022,unrelated
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,805,agree
MACAULAY CULKIN IS THE LATEST VICTIM OF A CELEBRITY DEATH HOAX — AND THESE 9 STARS KNOW EXACTLY HOW HE FEELS!,1805,agree
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,513,unrelated
"Obama, Outraged Over Beheading, Vows to Stay on Course",524,unrelated
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,2234,unrelated
Woman Dumped by Boyfriend Spends Entire Week Mourning at KFC,817,unrelated
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1385,unrelated
Obama denounces killing of journalist James Foley and pledges ‘justice’,2261,unrelated
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1500,unrelated
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",2370,agree
Audio may have captured Michael Brown shooting,321,unrelated
Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,381,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",903,unrelated
Audio of gunfire in Michael Brown case authenticated by app company,1446,discuss
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,499,unrelated
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,571,unrelated
Islamic State flying three jets in Syria: monitor,2408,discuss
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,459,unrelated
North Korean dictator Kim Jong-Un to open restaurant in Scotland,570,unrelated
NYPD to stop arrests for small amounts of marijuana,1528,unrelated
Apple in talks to become launch partner for cable-free HBO Now service,1534,discuss
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1361,unrelated
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,1081,unrelated
Mexican cartel leader kills self; bodies in grave not missing students,2375,unrelated
Video shows dramatic moment bullet strikes U.S. Marine’s head — and he survives thanks to kevlar helmet,320,unrelated
BREAKING: ISIS USES CHEMICAL WEAPONS – Murders 300 Iraqi Soldiers in Chlorine Gas Attack,1267,unrelated
A soldier has been shot at Canada’s war memorial just steps away from the nation’s parliament,2252,unrelated
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,1406,unrelated
"Apple Watch Pricing to Reportedly Start at $500 for Stainless Steel, $4,000 for Gold",607,unrelated
ISIS chlorine attack on security forces confirmed – Iraq officials,2489,unrelated
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,2015,unrelated
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,404,unrelated
FBI Probing Alleged Audio of Michael Brown Shooting,942,unrelated
Frisco: Sick patient claims to have had contact with Ebola victim,1104,unrelated
Comcast gets customer fired for complaining about poor service,2058,discuss
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,955,unrelated
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,2138,discuss
The “Flood Libel” Propagandists of 2015,2055,unrelated
Isis video claims to show beheading of British hostage David Haines,1802,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,2524,discuss
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,2096,unrelated
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",298,unrelated
This Is The Most Epic Way To Quit Your Job,2520,unrelated
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1040,unrelated
Christian Bale to play Steve Jobs in upcoming biopic,571,unrelated
Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,1012,discuss
"Predator Drone Reportedly Sighted Circling Raqqa, Syria",1081,unrelated
Bergdahl: Senator Says Jihadists Swapped For U.S. Troop ‘In Touch’ With Al-Qaida Affiliate,1398,unrelated
"What We Know About Kim Yo Jong, Who May Control North Korea",986,unrelated
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,570,unrelated
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,1319,unrelated
James Foley remembered as 'brave and tireless' journalist,1471,agree
Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,1817,unrelated
Insurgents killed in Nigeria despite alleged truce with Boko Haram,298,unrelated
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,170,unrelated
Militant Group Says It Killed American Journalist in Syria,1720,unrelated
"If you really believed Colorado KFCs were selling pot, here’s a reality check",1268,unrelated
ISIS Getting Ebola,2175,unrelated
Christian Bale won't play Steve Jobs,633,unrelated
ISIS cracks down on five confirmed Ebola cases among fighters: official,2096,unrelated
White House fence-jumper made it far deeper into building than previously known,955,unrelated
Video Purports To Show Beheading Of U.S. Journalist By Militants,2404,unrelated
Rapper identified as James Foley's executioner: reports,850,discuss
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,1936,unrelated
CNN audio: Is this the moment Michael Brown was shot?,2403,unrelated
Audio may have captured Michael Brown shooting,968,unrelated
This Letter To Parents From A 1970s Lego Set Contains An Important Message For Gender Equality,1926,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,1013,unrelated
Sugarhill Gang rapper Big Bank Hank dies aged 57,2080,disagree
BREAKING: British-born hostage 'KILLED in failed rescue attempt',683,discuss
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,570,unrelated
Update: Frisco paramedics transporting patient believed to be exhibiting Ebola-like symptoms,1582,unrelated
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,1642,unrelated
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,821,unrelated
Sugarhill Gang Rapper Big Bank Hank Dies at 57,1979,unrelated
ISIS Militants Allegedly Contracted Ebola,1786,unrelated
Media reports identify Londoner as Islamic State's ‘Jihadi John’,1374,discuss
Man chops off his own penis after girlfriend told him he was no good in bed,1560,discuss
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",2362,agree
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1936,unrelated
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,1074,unrelated
Has North Korean dictator Kim Jong-un been replaced by his sister?,2252,unrelated
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,2443,discuss
"Dead for 48 minutes, this Catholic Priest claims God is female",1549,disagree
"No, Banksy has not been arrested (sigh)",1437,unrelated
Tiger Woods' former luxury island goes on sale,2508,unrelated
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",858,unrelated
CNN Airs Alleged Audio from Michael Brown Shooting,1403,unrelated
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,2067,agree
Official: Gitmo prisoner traded for Bergdahl reaching out to Taliban,1251,unrelated
ISIS Getting Ebola,2180,disagree
'Sex attacker' has penis cut off with a cleaver in India,2523,unrelated
